"Physical Time (s)","Fill Efficiency Monitor: Fill Efficiency Monitor"
0.25,0.009457331825907866
0.875,0.0104367946566455
1.2500000000000002,0.011762752143926506
1.4500000000000004,0.012714595337721941
1.6500000000000006,0.013852614464381323
1.8500000000000008,0.01517313330746593
2.000000000000001,0.016294468639705673
2.2,0.017960281013614167
2.3999999999999995,0.019801910111570804
2.499999999999999,0.020782109459762048
2.5999999999999988,0.021801852429421998
2.6749999999999985,0.022593021220717355
2.774999999999998,0.023683388672585244
2.874999999999998,0.024810947255675474
2.9749999999999974,0.025978495724788428
3.074999999999997,0.027185893250775355
3.149999999999997,0.02811773453282738
3.2499999999999964,0.029393210248867912
3.349999999999996,0.030703226046211483
3.4499999999999957,0.032048123771969014
3.5499999999999954,0.03342998161692138
3.624999999999995,0.034492541904919426
3.7249999999999948,0.03594460045122066
3.8249999999999944,0.037438516792896066
3.924999999999994,0.03897430430508096
4.024999999999994,0.04055332591502159
4.099999999999995,0.04176667126472397
4.199999999999997,0.043422632967347566
4.299999999999998,0.04512074824247975
4.3999999999999995,0.04685877596468013
4.500000000000001,0.04863430572182495
4.575000000000002,0.04999001248156287
4.640000000000002,0.051180973695304034
4.720000000000001,0.0526645129833826
4.799999999999999,0.054167828098667485
4.879999999999997,0.055693553652787546
4.939999999999996,0.05685366889964464
5.019999999999994,0.05841956140164533
5.0999999999999925,0.06000906378976587
5.179999999999991,0.06162342067941883
5.259999999999989,0.06326228645766341
5.319999999999988,0.06450633804598457
5.399999999999986,0.06618350006958461
5.479999999999984,0.06788178492996268
5.539999999999983,0.06916944069790212
5.579999999999982,0.07003439338382653
5.609999999999982,0.07068695875588922
5.649999999999981,0.07156215550901078
5.68999999999998,0.07244321114696207
5.729999999999979,0.07333012232998667
5.769999999999978,0.07422289486815702
5.799999999999978,0.07489616698298524
5.839999999999977,0.07579852859154161
5.879999999999976,0.07670606579232227
5.919999999999975,0.0776187702503119
5.959999999999974,0.078537003060446
5.989999999999974,0.07922949124393106
6.029999999999973,0.08015788024189052
6.069999999999972,0.0810919017798924
6.109999999999971,0.08203128962854882
6.14999999999997,0.08297566524582849
6.189999999999969,0.08392481602942836
6.219999999999969,0.08463971946398388
6.259999999999968,0.08559686722800378
6.299999999999967,0.08655814790924626
6.339999999999966,0.08752330703251304
6.379999999999965,0.08849217340468242
6.409999999999965,0.0892212218405664
6.449999999999964,0.09019616546981891
6.489999999999963,0.09117389421512254
6.529999999999962,0.092153703593235
6.569999999999961,0.0931352638375865
6.599999999999961,0.09387249743461333
6.63999999999996,0.09485635199809005
6.679999999999959,0.09584053207359453
6.719999999999958,0.09682471646386678
6.759999999999957,0.09780922691002433
6.7899999999999565,0.09854788579977132
6.829999999999956,0.09953323669612293
6.869999999999955,0.10051900241115234
6.909999999999954,0.10150500417131766
6.949999999999953,0.1024908294489942
6.9799999999999525,0.10322985690984854
7.019999999999952,0.1042147649935731
7.059999999999951,0.10519932423067739
7.09999999999995,0.10618373947301357
7.139999999999949,0.10716800054855874
7.169999999999948,0.10790589403737809
7.209999999999948,0.10888939979491405
7.249999999999947,0.10987280142478147
7.289999999999946,0.11085604096833318
7.329999999999945,0.1118389440624947
7.359999999999944,0.112575702650384
7.389999999999944,0.11331190949216403
7.409999999999943,0.11380261641618931
7.429999999999943,0.11429351392832293
7.4499999999999424,0.11478461445953356
7.464999999999942,0.1151530264562631
7.484999999999942,0.11564424496045594
7.504999999999941,0.11613543900954117
7.524999999999941,0.11662672418493049
7.54499999999994,0.11711824856016027
7.55999999999994,0.11748704507865283
7.57999999999994,0.11797883423208419
7.599999999999939,0.11847077655038239
7.619999999999939,0.11896288135807284
7.639999999999938,0.11945510967792593
7.654999999999938,0.11982432945071382
7.674999999999938,0.12031668492337964
7.694999999999937,0.12080913550044328
7.714999999999937,0.12130168637367775
7.734999999999936,0.12179436047959362
7.749999999999936,0.12216397967928115
7.769999999999936,0.1226570286835714
7.789999999999935,0.12315028455719984
7.829999999999934,0.12413755726668123
7.8699999999999335,0.12512551832179683
7.909999999999933,0.1261141961937756
7.939999999999932,0.12685608517878189
7.979999999999931,0.1278457562656946
8.01999999999993,0.1288356021020244
8.05999999999993,0.12982540476166024
8.099999999999929,0.13081514223203003
8.129999999999928,0.13155730123101358
8.169999999999927,0.1325466501749231
8.199999999999928,0.13328856588877538
8.219999999999931,0.13378312982762217
8.239999999999934,0.1342776965149856
8.254999999999937,0.13464859994961237
8.27499999999994,0.13514305388159686
8.294999999999943,0.13563736114321118
8.314999999999946,0.13613147069861617
8.33499999999995,0.13662533395546217
8.349999999999952,0.13699558995062916
8.369999999999955,0.1374890954766446
8.389999999999958,0.1379824157626533
8.409999999999961,0.13847549411642013
8.429999999999964,0.1389682890606306
8.444999999999967,0.13933768618731723
8.469999999999969,0.13995287022298883
8.509999999999968,0.14093579683836013
8.549999999999967,0.14191692202478604
8.589999999999966,0.14289600536309932
8.619999999999965,0.14362889783189345
8.659999999999965,0.14460433935138625
8.699999999999964,0.14557768543848407
8.719999999999967,0.14606352601183098
8.73999999999997,0.14654865986771773
8.754999999999972,0.14691209791781493
8.774999999999975,0.14739624025704187
8.794999999999979,0.14787996188721944
8.814999999999982,0.14836326711080786
8.834999999999985,0.14884615626719477
8.849999999999987,0.14920805912705304
8.86999999999999,0.1496902746349614
8.889999999999993,0.1501721254496327
8.909999999999997,0.15065357337908633
8.93,0.15113457040374884
8.945000000000002,0.1514950019362573
8.965000000000005,0.15197513161567855
8.985000000000008,0.15245472060000914
9.005000000000011,0.1529337043578662
